nom_collab,prenom_collab,nom_parlementaire,prenom_parlementaire,id_parlementaire
Brunet,Fabien,Marion,Christophe,PA794206
Loiselet,Marie-Béatrice,Marion,Christophe,PA794206
BUSSERY,François,Marchive,Bastien,PA795730
Guilbaud-Rabiller,Bérangère,Marchive,Bastien,PA795730
ECAULT,Angèle,Marchive,Bastien,PA795730
Thami,Nadia,Jacques,Jean-Michel,PA720354
Wingerter,Lisa,Jacques,Jean-Michel,PA720354
Le Bayon,Caroline,Jacques,Jean-Michel,PA720354
Philippe,Céline,Jacques,Jean-Michel,PA720354
Portail,Baptiste,Jacques,Jean-Michel,PA720354
Collec,Jean-François,Oziol,Nathalie,PA793872
Cauzit,Sarah,Oziol,Nathalie,PA793872
Prud'hon,Esther,Oziol,Nathalie,PA793872
Hanry,Hugo,Lejeune,Claire,PA842029
HAMADI,Léa,Lejeune,Claire,PA842029
Oller Naudet,Anne-Claudine,Lejeune,Claire,PA842029
Porru,Valentin,Lejeune,Claire,PA842029
Philidor,Philippe,Baptiste,Christian,PA643143
Ambrosio,Jacob,Baptiste,Christian,PA643143
GRANDBOIS,Marie-Elie,Baptiste,Christian,PA643143
Perrot,Olivier,Brocard,Blandine,PA721336
Moderne,Béatrice,Brocard,Blandine,PA721336
Lewandowski,Céline,Brocard,Blandine,PA721336
RIVIERE,Mathéo,Brocard,Blandine,PA721336
Deguara Acquier,Noémie,Mazars,Stéphane,PA677483
Aimes,Aubin,Mazars,Stéphane,PA677483
GARNIER-COLLOT,Fantine,Echaniz,Inaki,PA794854
Briand-Paléologos,Emma,Echaniz,Inaki,PA794854
Caravera,Emmanuelle,Echaniz,Inaki,PA794854
Legargeant,Yann,Buchou,Stéphane,PA722000
MION,Anne,Buchou,Stéphane,PA722000
Mandin,Mathilde,Buchou,Stéphane,PA722000
Selmani,Ryad,Keloua Hachi,Fatiha,PA795156
Phalippou-Gelabert,Faustine,Keloua Hachi,Fatiha,PA795156
Mammeri,Mirina,Keloua Hachi,Fatiha,PA795156
Moussouni,Louisa,Keloua Hachi,Fatiha,PA795156
Caraty,Célie,Keloua Hachi,Fatiha,PA795156
Tremblay,Elisabeth,Saint-Paul,Laetitia,PA720138
Petry,Frédéric,Saint-Paul,Laetitia,PA720138
Algoet,Philippe,Saint-Paul,Laetitia,PA720138
Chatelais,Michel,Saint-Paul,Laetitia,PA720138
Douet,Pierre-Yves,Saint-Paul,Laetitia,PA720138
Cohidon-Ramage,Mathilde,Saint-Paul,Laetitia,PA720138
Quiène,Caroline,Bonnecarrère,Philippe,PA569
CAPO ORTEGA,Julie,Bonnecarrère,Philippe,PA569
Jacob,Catherine,Bonnecarrère,Philippe,PA569
Parmentier,Geneviève,Bonnecarrère,Philippe,PA569
ARBARERI,Sophie,Magnier,David,PA841587
GARAULT,Eve,Magnier,David,PA841587
DEMUYNCK,Axel,Magnier,David,PA841587
PATIN,Mirko,Magnier,David,PA841587
Merotto,Lauriane,Duby-Muller,Virginie,PA608826
Nexon,Thomas,Duby-Muller,Virginie,PA608826
COMBETTE,Jean,Duby-Muller,Virginie,PA608826
Atoch,Salomé,Duby-Muller,Virginie,PA608826
Orabona,Andréa,Tivoli,Lionel,PA793298
Galbert,Franck,Tivoli,Lionel,PA793298
LEMELE,Magali,Tivoli,Lionel,PA793298
Deniau,Pierre,Tivoli,Lionel,PA793298
GUERY,Clotilde,Pollet,Lisette,PA793656
FRANCISCO,Michel-François,Pollet,Lisette,PA793656
Olivier,Samy,Le Coq,Aurélien,PA841515
RICHARD,Edouard,Le Coq,Aurélien,PA841515
Bafouloulou,Yousra,Le Coq,Aurélien,PA841515
KEBBATI,Tomas,Le Coq,Aurélien,PA841515
SILVANT,Manon,Voynet,Dominique,PA2940
SOURISSEAU,Nathan,Voynet,Dominique,PA2940
Semenzin,Kylan,Voynet,Dominique,PA2940
Ferry,Erwan,Voynet,Dominique,PA2940
DWORNICZEK,Xavier,Meunier,Manon,PA795482
Pailleret,David,Meunier,Manon,PA795482
Lebaron,Pauline,Meunier,Manon,PA795482
Alix,Catherine,Latombe,Philippe,PA721984
NAULEAU,Clément,Latombe,Philippe,PA721984
Lelong Lalue,Périne,Latombe,Philippe,PA721984
Mouzon,Valentin,Ranc,Angélique,PA793230
Roblin,Hubert,Ranc,Angélique,PA793230
Reig,Mina,Baumel,Laurent,PA606793
Vuillermoz,Lucile,Baumel,Laurent,PA606793
Bourgeat-Lami,Yvain,Baumel,Laurent,PA606793
Beauchesne,Simon,Baumel,Laurent,PA606793
SINGER,Valérie,Braun-Pivet,Yaël,PA721908
BUCHE,Tanguy,Braun-Pivet,Yaël,PA721908
Dassonville,Laurent,Bilde,Bruno,PA720822
Brice,Laurent,Bilde,Bruno,PA720822
MOMPEU,Louis,Bilde,Bruno,PA720822
COCHET,Jérôme,Bilde,Bruno,PA720822
GREFFIN,Nathalie,Roullaud,Béatrice,PA795410
Treullé,Emilie,Roullaud,Béatrice,PA795410
Chahadi,Lore,Roullaud,Béatrice,PA795410
Nunez,Nicolas,Roullaud,Béatrice,PA795410
Forest,Caroline,Melchior,Graziella,PA719338
Tastavy,Mathilde,Melchior,Graziella,PA719338
Abherve-Gueguen,Grégory,Melchior,Graziella,PA719338
AZEMA,Florian,Weber,Frédéric,PA841479
Maiani,Tom,Weber,Frédéric,PA841479
Hubert,Laurent,Weber,Frédéric,PA841479
JALON,Brieuc,Le Bourgeois,Robert,PA841837
DE SOUZA,Mathéo,Le Bourgeois,Robert,PA841837
Chambounaud,Charlotte,Le Bourgeois,Robert,PA841837
Armato,Clément,Blin,Anne-Laure,PA774954
Chassereau,Michel,Blin,Anne-Laure,PA774954
Cherre,Océane,Blin,Anne-Laure,PA774954
Lahuec,Servane,Blin,Anne-Laure,PA774954
GODIN,Eliott,Blin,Anne-Laure,PA774954
Mongelous,Aymeric,Colombier,Caroline,PA793548
Hoffmann,Adrien,Colombier,Caroline,PA793548
Colombo,Capucine,Colombier,Caroline,PA793548
D'Halluin,Louis-Maxence,Colombier,Caroline,PA793548
Privat,Florian,Lecamp,Pascal,PA795374
Juric,Eva,Lecamp,Pascal,PA795374
Courco,Bruno,Lecamp,Pascal,PA795374
Bajou,Annie,Lecamp,Pascal,PA795374
BARREAU,Isabelle,Lecamp,Pascal,PA795374
ESCORSA,Lola,Daubié,Romain,PA793122
Perrut,Charles,Daubié,Romain,PA793122
Toche,Marie,Daubié,Romain,PA793122
Jacquot,Anthony,Daubié,Romain,PA793122
De Witte,Melody,Giletti,Frank,PA796034
CHABLE,Pierre-Laurent,Giletti,Frank,PA796034
Menichini,Laurence,Giletti,Frank,PA796034
MOLINA,Thomas,Giletti,Frank,PA796034
Morzelle,Cédric,Lahmar,Abdelkader,PA841729
Bares,Léo,Lahmar,Abdelkader,PA841729
Koyuncu,Huseyin,Lahmar,Abdelkader,PA841729
Mazel,Bruno,Bompard,Manuel,PA793444
Brochart,Eve,Bompard,Manuel,PA793444
SERIER,Cassandra,Bompard,Manuel,PA793444
Bourdier,Antoine,Bompard,Manuel,PA793444
GAVAUD,Clarisse,Darmanin,Gérald,PA607846
Cerneau,Vanessa,Darmanin,Gérald,PA607846
Cochet,Robin,Amrani,Farida,PA795588
HADDOUCHI,Othmane,Amrani,Farida,PA795588
EL YATTIOUI,Mohamed,Amrani,Farida,PA795588
Bayo,Geladio,Amrani,Farida,PA795588
Nieuwmunster,Audrey,Le Hénanff,Anne,PA794426
Goirand,Sylvie,Le Hénanff,Anne,PA794426
Meurin,Jacques,Amiel,David,PA795950
LACOSTE,Christine,Amiel,David,PA795950
Rolland,Garance,Amiel,David,PA795950
Dupont,Mélissa,Laisney,Maxime,PA795516
Loisel,Pauline,Laisney,Maxime,PA795516
Grandjean,Marie,Laisney,Maxime,PA795516
Nagelschmit,Lorène,Laisney,Maxime,PA795516
Jouve,Flavien,Lechon,Nadine,PA840857
Thomas,Théo,Lechon,Nadine,PA840857
TEYSSIER,Antoine,Lechon,Nadine,PA840857
BERGER,Alice,Hamdane,Zahia,PA841947
BRUNEL,Edouard,Hamdane,Zahia,PA841947
Monnoyer,Laure,Hamdane,Zahia,PA841947
De Almeida,Thomas,Petit,Maud,PA721234
Henry de Villeneuve,Benoît,Petit,Maud,PA721234
Bailhache,Edouard,Klinkert,Brigitte,PA643184
Rudolf Restrepo,Sixte,Klinkert,Brigitte,PA643184
Geiss,Lucille,Klinkert,Brigitte,PA643184
Engelbrecht,Léa,Klinkert,Brigitte,PA643184
Giordano,Abigail,Klinkert,Brigitte,PA643184
Burgun,Loïc,Ménagé,Thomas,PA794322
CARDOT,nadège,Ménagé,Thomas,PA794322
ZELLER,Anthony,Ménagé,Thomas,PA794322
REDEUILH,Bastien,Ménagé,Thomas,PA794322
Mercier,Florent,Ménagé,Thomas,PA794322
Van Tichelen,Véronique,Huyghe,Sébastien,PA267200
Delplanque,Clément,Huyghe,Sébastien,PA267200
Exposito,Stéphane,Santiago,Isabelle,PA774960
Regis,Mathilde,Santiago,Isabelle,PA774960
Daurès,Damien,Carrière,Sylvain,PA793912
CARLIOZ,Augustin,Carrière,Sylvain,PA793912
DUPUY,Hubert,Carrière,Sylvain,PA793912
Arduini,Sylvie,Belhaddad,Belkhir,PA720362
Barondeau,Martine,Belhaddad,Belkhir,PA720362
Mateo Dimitri,Sacha,Belhaddad,Belkhir,PA720362
Netzer,Valérie,Belhaddad,Belkhir,PA720362
Dascoli,Alicia,Belhaddad,Belkhir,PA720362
Barara,Hamid,Poueyto,Josy,PA720720
Sanchez,Patrice,Poueyto,Josy,PA720720
Bastonéro,Bernadette,Poueyto,Josy,PA720720
Dogon,François,Poueyto,Josy,PA720720
Migevant,Axelle,Pantel,Sophie,PA841381
PORTEFAIX,Léa Victoria,Pantel,Sophie,PA841381
Montel,Sophie,Pantel,Sophie,PA841381
Largeron,Joris,Pantel,Sophie,PA841381
Paillard,Sophie,Taite,Jean-Pierre,PA794178
Maître,Hervé,Taite,Jean-Pierre,PA794178
Leone,Laurence,Taite,Jean-Pierre,PA794178
GIUNTA,Mireille,Taite,Jean-Pierre,PA794178
BONNEFOY,Jean-Yves,Taite,Jean-Pierre,PA794178
Boisnay,Suzanne,Cernon,Bérenger,PA842037
Laporte,Justine,Cernon,Bérenger,PA842037
Adda-Netter,Johanna,Cernon,Bérenger,PA842037
CROQUIN,Gaëlle,de Lépinau,Hervé,PA642988
Demuru,Pascale,de Lépinau,Hervé,PA642988
Maurial,Mathis,de Lépinau,Hervé,PA642988
Dos Santos,Anaëlle,Taurinya,Andrée,PA794106
Ramdani,Louis-Sami,Taurinya,Andrée,PA794106
Solanas,Thomas,Taurinya,Andrée,PA794106
Caniard,Coline,Taurinya,Andrée,PA794106
Meslier,Candice,Balanant,Erwan,PA719558
Kerisit,Laure-Anne,Balanant,Erwan,PA719558
Spitaleri,Tiffany,Lioret,René,PA840967
Cosmidis,Alain,Lioret,René,PA840967
Bouzagheti,Vincent,Lioret,René,PA840967
Ferranti,Laura,Dufour,Alma,PA795200
Moreau,Lisa,Dufour,Alma,PA795200
Mamouni,Nayla,Dufour,Alma,PA795200
Vernier,Alexis,Dufour,Alma,PA795200
MOREL,Lucie,Boudié,Florent,PA606507
Almeida,Eléonore,Boudié,Florent,PA606507
Veyron,Suzanne,Boudié,Florent,PA606507
Remory,Alice,Boudié,Florent,PA606507
Le Chenadec,Françoise,Breton,Xavier,PA330008
ORSET,Jean-Luc,Breton,Xavier,PA330008
Demoustier,Christelle,Breton,Xavier,PA330008
Morand,Alexis,Breton,Xavier,PA330008
Muria,Loïc,Bex,Christophe,PA793772
Fossier,Fanny,Bex,Christophe,PA793772
Neutzner,Maxime,Bex,Christophe,PA793772
Corre,Alice,Bex,Christophe,PA793772
Laude,Ariane,Bex,Christophe,PA793772
PONS,Raphaël,Barèges,Brigitte,PA267561
CARBONNEL,Pierre-Henri,Barèges,Brigitte,PA267561
Crays,Laetitia,Barèges,Brigitte,PA267561
Caussat,Palma,Barèges,Brigitte,PA267561
Boulet,Jérémie,Barèges,Brigitte,PA267561
Reilhes,Magali,Martin,Alexandra,PA793342
Droguet,Isabelle,Martin,Alexandra,PA793342
Billon,Marie-Line,Martin,Alexandra,PA793342
Mata,Carla,Martin,Alexandra,PA793342
Canonne,Amélie,Trouvé,Aurélie,PA795164
Vella,Juliette,Trouvé,Aurélie,PA795164
Fadigua,Aminata,Trouvé,Aurélie,PA795164
Fenniri,Shanna,Trouvé,Aurélie,PA795164
Toualiri,Peggy,Trouvé,Aurélie,PA795164
PIDOU,Benoît,Chassaigne,André,PA267306
Ould'Ameur,Corinne,Chassaigne,André,PA267306
BRUGEROLLES,Julien,Chassaigne,André,PA267306
Courtial,Laurent,Chassaigne,André,PA267306
CLUZY,Agnès,Chassaigne,André,PA267306
Kwantes,Agathe,Masséglia,Denis,PA720146
MENNANE,Marwane,Masséglia,Denis,PA720146
Fleurance,Cécile,Masséglia,Denis,PA720146
Leroy,Isabelle,Masséglia,Denis,PA720146
Rousseau,Arthur,Masséglia,Denis,PA720146
PRINET,Marie,Casterman,Eddy,PA840075
LA SELVE,François,Casterman,Eddy,PA840075
Danen,Matthieu,Casterman,Eddy,PA840075
Vors,Marie-Christine,Bony,Jean-Yves,PA266793
CABECAS,Valérie,Bony,Jean-Yves,PA266793
Parion,Michèle,Bony,Jean-Yves,PA266793
Devedeux,Juliette,Bony,Jean-Yves,PA266793
Barqi,Nourdine,Blanchet,Christophe,PA719024
Dumont,Gabriel,Blanchet,Christophe,PA719024
Cornu,Edouard,Blanchet,Christophe,PA719024
Guyomard,Christophe,Blanchet,Christophe,PA719024
Baudouin,Clothilde,Pochon,Marie,PA793664
Wullschleger,Lucas,Pochon,Marie,PA793664
BONIN,Antonin,Sicard,Anne,PA842255
LA SELVE,François,Sicard,Anne,PA842255
Le Naour,Erwan Pierrick,Sicard,Anne,PA842255
Danen,Matthieu,Sicard,Anne,PA842255
Panay,Céline,Erodi,Karen,PA795844
Siadous,Guillaume,Erodi,Karen,PA795844
Darnet,Mattéo,Erodi,Karen,PA795844
Andris,Régine,Chenu,Sébastien,PA720468
Bouillez,Séverine,Chenu,Sébastien,PA720468
Ménand-Chambon,Maximilien,Chenu,Sébastien,PA720468
Lemaire,Théo,Chenu,Sébastien,PA720468
de Miroschedji,Stéphane,Pouzyreff,Natalia,PA721916
Boccia,Nina,Pouzyreff,Natalia,PA721916
Mahe,Davian,Josso,Sandrine,PA720038
THIBIERGE,Anne,Josso,Sandrine,PA720038
Roulet,Sophie,Josso,Sandrine,PA720038
Maisonneuve,Dominique,Josso,Sandrine,PA720038
BLONDEL,Cyril,Leseul,Gérard,PA774958
Martin,Delphine,Leseul,Gérard,PA774958
Seris,Guillaume,Leseul,Gérard,PA774958
CORITON,Bastien,Leseul,Gérard,PA774958
LUSSOT,Tanguy,Leseul,Gérard,PA774958
Reignier,Gabriel,Boulogne,Anthony,PA841487
Bertrand Le Garzic,Killian,Boulogne,Anthony,PA841487
Havsali,Mathieu,Batho,Delphine,PA335999
Faure,Cécile,Batho,Delphine,PA335999
Lecherbonnier,Edith,Batho,Delphine,PA335999
Mayer,Romane,Saint-Martin,Arnaud,PA841845
Godefroy,Tomek,Saint-Martin,Arnaud,PA841845
MOTHAY,Fatiya,Saint-Martin,Arnaud,PA841845
Castex,Pierre,Saint-Martin,Arnaud,PA841845
Behagle,Rémy,Saint-Martin,Arnaud,PA841845
Finel,Olivier,Guedj,Jérôme,PA1567
Lebihan,Julie,Lebon,Karine,PA774962
Coudray,Stevie,Lebon,Karine,PA774962
Rakotoson,Nour,Lebon,Karine,PA774962
FONTAINE,Emilie,Lebon,Karine,PA774962
Kalonji,Sarah,Mongardien,Christophe,PA842147
De Wulf,Andrea,Mongardien,Christophe,PA842147
Chemla,Rémy,Marcangeli,Laurent,PA605782
BATISTINI,Vanina,Marcangeli,Laurent,PA605782
FAZI,François-Joseph,Marcangeli,Laurent,PA605782
FAURIE,Mauricette,Boccaletti,Frédéric,PA796042
BALDACCHINO,Gilles,Boccaletti,Frédéric,PA796042
MOLINA,Thomas,Boccaletti,Frédéric,PA796042
André,Isabelle,Bazin,Thibault,PA642847
Meresse-Volleaux,Geoffrey,Bazin,Thibault,PA642847
Savoldi,Louis,Bazin,Thibault,PA642847
Lassus,Julie,Bazin,Thibault,PA642847
Agostini,Clément,Guetté,Clémence,PA795310
Delanery,Côme,Guetté,Clémence,PA795310
Konigsberg,Tristan,Guetté,Clémence,PA795310
Vaquette,Ariane,Guetté,Clémence,PA795310
Pécout,Roger,Gery,Jonathan,PA841737
VIZCAINO,Yann,Gery,Jonathan,PA841737
Berthoux,Rémi,Gery,Jonathan,PA841737
Cordier,Maxime,Attal,Gabriel,PA722190
Lesieur,Antoine,Attal,Gabriel,PA722190
Vairetty,Charlie,Attal,Gabriel,PA722190
MENDES MONTEIRO,Joé,Capdevielle,Colette,PA608264
LYNCH,Anne Cécile,Capdevielle,Colette,PA608264
Belot,Margaux,Capdevielle,Colette,PA608264
Mehaignerie,Rachel,Garot,Guillaume,PA333285
Cupif,Pascale,Garot,Guillaume,PA333285
MOREAU,Augustin,Garot,Guillaume,PA333285
Dubois,Damien,Ray,Nicolas,PA793094
Duzellier,Clothilde,Ray,Nicolas,PA793094
Viale,Léa,Ray,Nicolas,PA793094
Tournier,Pauline,Davi,Hendrik,PA793452
Laban,Lisandru,Davi,Hendrik,PA793452
Bockoltz,Mathilde,Davi,Hendrik,PA793452
Hemart,Mehdi,Davi,Hendrik,PA793452
Gazo,Marie-Pierre,Lainé,Fabien,PA719918
Lamsika,Sacha,Lainé,Fabien,PA719918
Biremont,Julien,Lainé,Fabien,PA719918
Garot,Stéphanie,Bannier,Géraldine,PA720256
Hébert,Jérôme,Bannier,Géraldine,PA720256
Judas,Margot,Bannier,Géraldine,PA720256
Rible,Raphaël,Le Pen,Marine,PA720614
KOTARAC Nicolas Maxime,Andréa,Le Pen,Marine,PA720614
de Rigné,Arnaud,Le Pen,Marine,PA720614
de Rancourt,Ambroise,Le Pen,Marine,PA720614
Pécastaings,Pierre,Causse,Lionel,PA719922
RAHOUI,Mehdi,Causse,Lionel,PA719922
Broqueres,Jean-François,Causse,Lionel,PA719922
Touron,Antoine,Causse,Lionel,PA719922
Arestegui,Gabrielle,Dufau,Peio,PA841633
Bernigaud,Alexis,Dufau,Peio,PA841633
Lacouture,Anne,Dufau,Peio,PA841633
FOUCAULT,Clémence,Vannier,Paul,PA795596
Awad Abdou,Mohamed,Vannier,Paul,PA795596
Idoufkir,Salma,Vannier,Paul,PA795596
Le Garsmeur,Luc,Bentz,Christophe,PA794434
Girard,Roch,Bentz,Christophe,PA794434
Marconnet,Charles,Bentz,Christophe,PA794434
Chambard,Marianne,Brulebois,Danielle,PA719890
Miel-Margeretta,Michaël,Brulebois,Danielle,PA719890
Coron,Nathalie,Brulebois,Danielle,PA719890
Thommelin,Vincent,Brulebois,Danielle,PA719890
Auclin,Isabelle,Sansu,Nicolas,PA605745
Kececioglu,Théo,Sansu,Nicolas,PA605745
Gruner,Sylvie,Kremer,Eliane,PA722328
Lozito,Nathalie,Kremer,Eliane,PA722328
Rieffel,Catherine,Kremer,Eliane,PA722328
Le Chenadec,Françoise,Kremer,Eliane,PA722328
Trabaries,Aloïs,Renault,Matthias,PA841955
Damis,Enzo,Renault,Matthias,PA841955
CARON,Elisa,Renault,Matthias,PA841955
Gallerand,Catherine,Jourdan,Chantal,PA643192
Pech,Anna,Jourdan,Chantal,PA643192
Spring,Marie,Jourdan,Chantal,PA643192
Trihan,Clément,Jourdan,Chantal,PA643192
Pinardon,Marie-Claire,Jolivet,François,PA719778
Miodownick,David,Jolivet,François,PA719778
Chambard,Cédric,Brosse,Anthony,PA794330
Tournon,Eric,Brosse,Anthony,PA794330
FAUTRAT,Marie-Françoise,Brosse,Anthony,PA794330
Breton,Véronique,Brosse,Anthony,PA794330
Ledoux,Pierre,Autain,Clémentine,PA588884
PARIS,Romane,Autain,Clémentine,PA588884
AUBIN,Elisa,Autain,Clémentine,PA588884
Rioult,Olivier,Griseti,Monique,PA840757
Keller,Arnaud,Griseti,Monique,PA840757
Kovalevsky,Médéric,Griseti,Monique,PA840757
LAHRICHI,Kamil,Lescure,Roland,PA721134
Corone,Alphonse,Lescure,Roland,PA721134
Morvan,Anna,Lescure,Roland,PA721134
Madar,Noémie,Lescure,Roland,PA721134
Dupas,Emmanuelle,Alfandari,Henri,PA793992
Debré-Chaffaud,Claire,Alfandari,Henri,PA793992
Toulet,Louis,Alfandari,Henri,PA793992
DUVAL,Dominique,Alfandari,Henri,PA793992
MULLER,Thibaud,Mendes,Ludovic,PA720370
