nom_collab,prenom_collab,nom_parlementaire,prenom_parlementaire,id_parlementaire
Gnocchi-esperinas,Alain,Bourgi,Hussein,HUSSEINBOURGI
Godard,Thomas,Chantrel,Yan,YANCHANTREL
Godon,Louis,Paccaud,Olivier,OLIVIERPACCAUD
Gomez,Guylaine,Harribey,Laurence,LAURENCEHARRIBEY
Gondran,Martine,Boyer,Valérie,VALERIEBOYER
De gonzague,Annick,Buval,Frédéric,FREDERICBUVAL
Gordons smail,Adjia,Wattebled,Dany,DANYWATTEBLED
Gosselin,Hélène,Rapin,Jean-François,JEANFRANCOISRAPIN
Gourdy,Elsa,Lafon,Laurent,LAURENTLAFON
De gouvion saint cyr,Thu Van,Panunzi,Jean-Jacques,JEANJACQUESPANUNZI
De gouvion saint cyr,Thu Van,Cadec,Alain,ALAINCADEC
Grand,Emilie,Bouad,Denis,DENISBOUAD
Greiner,Antoine,Bourgi,Hussein,HUSSEINBOURGI
Grelet joly,Caroline,Milon,Alain,ALAINMILON
Grenard,Loïc,Borchio fontimp,Alexandra,ALEXANDRABORCHIOFONTIMP
Gressant,Pierre,Dantec,Ronan,RONANDANTEC
Grosperrin,Albert,Grosperrin,Jacques,JACQUESGROSPERRIN
Grudler,Brigitte,Vogel,Jean Pierre,JEANPIERREVOGEL
Guegan,Edwige,Loisier,Anne-Catherine,ANNECATHERINELOISIER
Guerin,Laetitia,Ciuntu,Marie-Carole,MARIECAROLECIUNTU
Guerin,Laetitia,Cambon,Christian,CHRISTIANCAMBON
Guichard,Agathe,Houpert,Alain,ALAINHOUPERT
Guillaume,Marc,Cadec,Alain,ALAINCADEC
Guillot,Philippe,Bellurot,Nadine,NADINEBELLUROT
Guyon,Cédric,Genet,Fabien,FABIENGENET
Hadouiri,Manale,Stanzione,Lucien,LUCIENSTANZIONE
Halbecq,Apolline,Saury,Hugues,HUGUESSAURY
Halberstadt,Thomas,Nadille,Solanges,SOLANGESNADILLE
Hammouche,Tania,Delahaye,Vincent,VINCENTDELAHAYE
Hamu,Henriette,Naturel,Georges,GEORGESNATUREL
Haro,Vanessa,Folliot,Philippe,PHILIPPEFOLLIOT
Hartmann,Maeva,Daubet,Raphaël,RAPHAELDAUBET
Hebel,Amély,Kanner,Patrick,PATRICKKANNER
Hechler,Ruben,Guillotin,Véronique,VERONIQUEGUILLOTIN
Helou-leizaola,Jean,Brisson,Max,MAXBRISSON
Hemery,Charlotte,Richard,Olivia,OLIVIARICHARD
Henneresse,Baptiste,Bitz,Olivier,OLIVIERBITZ
Henry,Mathieu,Marc,Alain,ALAINMARC
Herisson,Valérie,Pellevat,Cyril,CYRILPELLEVAT
Herlaud,Vaïmiti,Rohfritsch,Teva,TEVAROHFRITSCH
Hermann,Sarah,Renaud-garabedian,Évelyne,EVELYNERENAUDGARABEDIAN
Hermann,Sarah,Ruelle,Jean-Luc,JEANLUCRUELLE
Hervouet,Alexandra,Bonneau,François,FRANCOISBONNEAU
Hingray,Mathilde,Hingray,Jean,JEANHINGRAY
Hippon,Pédro,Théophile,Dominique,DOMINIQUETHEOPHILE
Hirti,Samia,Linkenheld,Audrey,AUDREYLINKENHELD
Hnepeune,Samuel,Xowie,Robert Wienie,ROBERTWIENIEXOWIE
Hocque,Matthieu,Evren,Agnès,AGNESEVREN
Horny-gonier,Marianne,Kern,Claude,CLAUDEKERN
Houbron,Philippe,Gueret,Daniel,DANIELGUERET
Houbron,Philippe,Bonfanti-dossat,Christine,CHRISTINEBONFANTIDOSSAT
Houssaye,Sophie,Morin-desailly,Catherine,CATHERINEMORINDESAILLY
Houssin,Matthieu,Pla,Sébastien,SEBASTIENPLA
Huberty,Martine,Courtial,Édouard,EDOUARDCOURTIAL
Huguenin-robinot,Gaëlle,Gremillet,Daniel,DANIELGREMILLET
Hugues,Emma,Daubet,Raphaël,RAPHAELDAUBET
Huguet,Marion,Féret,Corinne,CORINNEFERET
Hurter,Thérèse,Gremillet,Daniel,DANIELGREMILLET
Ibarra,Corinne,Delcros,Bernard,BERNARDDELCROS
Ilic,Biliana,Lemoyne,Jean-Baptiste,JEANBAPTISTELEMOYNE
Ipparrigary,Paco,Lurel,Victorin,VICTORINLUREL
Jacopin,Stéphane,Khalifé,Khalifé,KHALIFEKHALIFE
Jacques,Pauline,Lahellec,Gérard,GERARDLAHELLEC
Jacqueson,Sabine,Longeot,Jean-François,JEANFRANCOISLONGEOT
Jacquier,Jennifer,Pellevat,Cyril,CYRILPELLEVAT
Jaillais,Aymeric,Brisson,Max,MAXBRISSON
Jaillais,Aymeric,Paumier,Jean-Gérard,JEANGERARDPAUMIER
Jakubowicz,Julia,Renaud-garabedian,Évelyne,EVELYNERENAUDGARABEDIAN
Jalton,Murielle,Jacques,Micheline,MICHELINEJACQUES
Jaouen,Dominique,Billon,Annick,ANNICKBILLON
Jarasse,Manon-Gabrielle,Ruelle,Jean-Luc,JEANLUCRUELLE
Jean-louis,Charles,Blanc,Étienne,ETIENNEBLANC
Jeanne,Loïc,Ros,David,DAVIDROS
Jerome,Julie,Doineau,Élisabeth,ELISABETHDOINEAU
Jolivet-mielczarek,Nathalie,Le gleut,Ronan,RONANLEGLEUT
Jolivet-mielczarek,Nathalie,Frassa,Christophe-André,CHRISTOPHEANDREFRASSA
Jolly,Stéphane,Chevrollier,Guillaume,GUILLAUMECHEVROLLIER
Jolly,Sandrine,Vial,Cédric,CEDRICVIAL
Joly,Virginie,Chaize,Patrick,PATRICKCHAIZE
De jorna deloche,Marie-Joseph,Richer,Marie-Pierre,MARIEPIERRERICHER
Joubert,Théophile,De la gontrie,Marie-Pierre,MARIEPIERREDELAGONTRIE
Jouffrey-mathieu,Anne-Gabrielle,Noël,Sylviane,SYLVIANENOEL
Journet,Valérie,Basquin,Alexandre,ALEXANDREBASQUIN
Jouve,Maxence,Boyer,Valérie,VALERIEBOYER
Jouvenel,Anthony,Vanlerenberghe,Jean-Marie,JEANMARIEVANLERENBERGHE
Jozefowicz,Henri,Joseph,Else,ELSEJOSEPH
Jubault,Sara,Rossignol,Laurence,LAURENCEROSSIGNOL
Juillet,Philomène,Féraud,Rémi,REMIFERAUD
Junod,Jean,Cuypers,Pierre,PIERRECUYPERS
Jupiter,Sylvie,Buval,Frédéric,FREDERICBUVAL
Juste,Carol-Ann,Belrhiti,Catherine,CATHERINEBELRHITI
Kaddour,Fayçal,Mellouli,Akli,AKLIMELLOULI
Kapp,Valérie,Guiol,André,ANDREGUIOL
Kauffmann,Léa,Fernique,Jacques,JACQUESFERNIQUE
Kerboriou-guiraud,Marie-José,Folliot,Philippe,PHILIPPEFOLLIOT
Kerbouche,Mathieu,Guhl,Antoinette,ANTOINETTEGUHL
Khennouf,Sabah,Cukierman,Cécile,CECILECUKIERMAN
Kinossian,Grégoire,Maurey,Hervé,HERVEMAUREY
Kose,Anaïs,Xowie,Robert Wienie,ROBERTWIENIEXOWIE
Kossonogow,Maroussia,Pellevat,Cyril,CYRILPELLEVAT
Kouidri,Athenais,Monier,Marie-Pierre,MARIEPIERREMONIER
Kwiatkowski,Sandra,Daubet,Raphaël,RAPHAELDAUBET
Laban-bounayre,Jonathan,Doineau,Élisabeth,ELISABETHDOINEAU
Labastugue,Maude,Fernique,Jacques,JACQUESFERNIQUE
Laborie,Loïc,Rietmann,Olivier,OLIVIERRIETMANN
Lachenal,Jean-Baptiste,Souyris,Anne,ANNESOUYRIS
Lafont,Juliette,Darnaud,Mathieu,MATHIEUDARNAUD
Lafont,Juliette,Bas,Philippe,PHILIPPEBAS
Laforet,Mélanie,Kern,Claude,CLAUDEKERN
Lagarde,Marie,Ventalon,Anne,ANNEVENTALON
Lagler,Marie-Chantal,Nédélec,Anne-Marie,ANNEMARIENEDELEC
Lagrange,Dominique,Malhuret,Claude,CLAUDEMALHURET
Lajeunesse,Frédéric,Sollogoub,Nadia,NADIASOLLOGOUB
Lake-lopez,Sabine,Marseille,Hervé,HERVEMARSEILLE
Lakrafi,Salwa,Folliot,Philippe,PHILIPPEFOLLIOT
Lallali,Rayan,Lemoyne,Jean-Baptiste,JEANBAPTISTELEMOYNE
Lambert,Florian,Henno,Olivier,OLIVIERHENNO
Lamboul,Pierre,Martin,Pauline,PAULINEMARTIN
Lancon,Alexandre,Dumas,Catherine,CATHERINEDUMAS
Landry,Kévin,Gacquerre,Amel,AMELGACQUERRE
Lannuzel,Isabelle,Havet,Nadège,NADEGEHAVET
Lanzi,Sacha,Bacci,Jean,JEANBACCI
Lanzi,Sacha,Bonnus,Michel,MICHELBONNUS
Laouisset royer,Hélèna,Savoldelli,Pascal,PASCALSAVOLDELLI
De laplagnolle,Marina,Eustache-brinio,Jacqueline,JACQUELINEEUSTACHEBRINIO
Larigauderie,Fatima,Lozach,Jean-Jacques,JEANJACQUESLOZACH
Latru,Victor,Ziane,Adel,ADELZIANE
Lattard,Pierre,Chatillon,Alain,ALAINCHATILLON
Lattard,Pierre,Micouleau,Brigitte,BRIGITTEMICOULEAU
Laudenbach,Solveig,Omar oili,Saïd,SAIDOMAROILI
Laufilitoga,Mireille,Kulimoetoke,Mikaele,MIKAELEKULIMOETOKE
Laumonier,Anaïs,Sollogoub,Nadia,NADIASOLLOGOUB
Laurens,Laura,Puissat,Frédérique,FREDERIQUEPUISSAT
Laurent,Alexandre,Weber,Michaël,MICHAELWEBER
Laurent,Elyssa,Ramia,Salama,SALAMARAMIA
Laurenties,Céline,Médevielle,Pierre,PIERREMEDEVIELLE
Laval,Gaston,Jacquin,Olivier,OLIVIERJACQUIN
Laville,Paul,Masset,Michel,MICHELMASSET
Lay,Julien,Blatrix contat,Florence,FLORENCEBLATRIXCONTAT
Le bihan,Erwan,Conconne,Catherine,CATHERINECONCONNE
Leblanc,Sébastien,Daubresse,Marc-Philippe,MARCPHILIPPEDAUBRESSE
Lebreton,Amaury,Apourceau-poly,Cathy,CATHYAPOURCEAUPOLY
Leburgue-karababa,Anne,Schillinger,Patricia,PATRICIASCHILLINGER
Le chauff,de KERGUENEC Géraldine,Demas,Patricia,PATRICIADEMAS
Le chauff,de KERGUENEC Géraldine,Vogel,Jean Pierre,JEANPIERREVOGEL
Lechien-girouard,Franck,Gueret,Daniel,DANIELGUERET
Leclere,Catherine,Bacchi,Jérémy,JEREMYBACCHI
Lecomte,Christelle,Imbert,Corinne,CORINNEIMBERT
Ledieu,Patrick,Rochette,Pierre-Jean,PIERREJEANROCHETTE
Le dorze,Yannick,Laugier,Michel,MICHELLAUGIER
Lefeuvre,Nathalie,Hybert,Brigitte,BRIGITTEHYBERT
Lefevre,Marine,Gruny,Pascale,PASCALEGRUNY
Leflaec,Ghislaine,Muller-bronn,Laurence,LAURENCEMULLERBRONN
Le fouille,Lénaig,Dantec,Ronan,RONANDANTEC
Le francois,Magali,Jouve,Mireille,MIREILLEJOUVE
Legendre-boniface,Kevin,Vérien,Dominique,DOMINIQUEVERIEN
Leger,Rémy,Marie,Didier,DIDIERMARIE
Le goff,Jean-François,Canévet,Michel,MICHELCANEVET
Legrand,Nathalie,Valente le hir,Sylvie,SYLVIEVALENTELEHIR
Le hen,Dominique,Fichet,Jean-Luc,JEANLUCFICHET
Leituva,Likaleto,Kulimoetoke,Mikaele,MIKAELEKULIMOETOKE
Lekieffre,Christophe,Dumas,Catherine,CATHERINEDUMAS
Lemaire,Aymerik,Darras,Jérôme,JEROMEDARRAS
Le merrer,Colette,Le houerou,Annie,ANNIELEHOUEROU
Lemmers,Emile,Haye,Ludovic,LUDOVICHAYE
Lemoine,Olivier,Paul,Philippe,PHILIPPEPAUL
Le morvan,Olivia,Roux,Jean-Yves,JEANYVESROUX
Lempert,Jennifer,Lubin,Monique,MONIQUELUBIN
Lenguema,Laddi,Fialaire,Bernard,BERNARDFIALAIRE
Le petit,Emilie,Pointereau,Rémy,REMYPOINTEREAU
Le roux,Lucas,Jacquemet,Annick,ANNICKJACQUEMET
Lesieur,Antonin,Kanner,Patrick,PATRICKKANNER
Levy-valensi,Stéphane,Monier,Marie-Pierre,MARIEPIERREMONIER
Leygnat-pauty,Elodie,Menonville,Franck,FRANCKMENONVILLE
Lichten,Raphaël,Briante guillemont,Sophie,SOPHIEBRIANTEGUILLEMONT
Linise,Jocelyn,Buval,Frédéric,FREDERICBUVAL
Loiseau,Pierre-Yves,Savin,Michel,MICHELSAVIN
Longeot,Lisa-Marie,Jacquemet,Annick,ANNICKJACQUEMET
Lopez landier,Pierre,Devinaz,Gilbert-Luc,GILBERTLUCDEVINAZ
Losbar,Nathanaëlle,Nadille,Solanges,SOLANGESNADILLE
Lucas,Claire-Marie,Lévrier,Martin,MARTINLEVRIER
Madec,Adrien,Ouizille,Alexandre,ALEXANDREOUIZILLE
Madelon-marie,Eric,Vérien,Dominique,DOMINIQUEVERIEN
Magnani,Pierre-Louis,Durox,Aymeric,AYMERICDUROX
Magnard,Aodren,Joly,Patrice,PATRICEJOLY
Mahoudeau,Clarisse,Imbert,Corinne,CORINNEIMBERT
Mailly,Alexandra,Corbisez,Jean-Pierre,JEANPIERRECORBISEZ
Maingault,Sonia,Paumier,Jean-Gérard,JEANGERARDPAUMIER
De maismont,Isabelle,De nicolay,Louis-Jean,LOUISJEANDENICOLAY
Maisonneuve,Jérémy,Bas,Philippe,PHILIPPEBAS
Maitre,Fabien,Sido,Bruno,BRUNOSIDO
Malange,Gaëtan,Bonfanti-dossat,Christine,CHRISTINEBONFANTIDOSSAT
Mallem,Salima,Lassarade,Florence,FLORENCELASSARADE
Mallipoudy,Satya,Uzenat,Simon,SIMONUZENAT
Mancuso,Tess,Ouzoulias,Pierre,PIERREOUZOULIAS
Mancuso,Tess,Silvani,Silvana,SILVANASILVANI
Marasse,Jean-Charles,Perrot,Évelyne,EVELYNEPERROT
Marcaggi,Pascale,Dhersin,Franck,FRANCKDHERSIN
Marchand,Enrick,Hochart,Joshua,JOSHUAHOCHART
Marchand,Christine,Vogel,Jean Pierre,JEANPIERREVOGEL
Marchioni,Jean-Baptiste,Féraud,Rémi,REMIFERAUD
Marck,Kevin,Schillinger,Patricia,PATRICIASCHILLINGER
Mardesson,Denis,Richer,Marie-Pierre,MARIEPIERRERICHER
Mariage,Isabelle,Dhersin,Franck,FRANCKDHERSIN
Mariani,Catherine,Mizzon,Jean-Marie,JEANMARIEMIZZON
Marijon,Lou-Ana,Briante guillemont,Sophie,SOPHIEBRIANTEGUILLEMONT
Marion,Daët,Buis,Bernard,BERNARDBUIS
Martelli,Benjamin,Estrosi sassone,Dominique,DOMINIQUEESTROSISASSONE
Marti,Dominique,Jourda,Gisèle,GISELEJOURDA
Martin,Xavier,Harribey,Laurence,LAURENCEHARRIBEY
Martin,Xavier,Gillé,Hervé,HERVEGILLE
Martin,Auberie,Brulin,Céline,CELINEBRULIN
Martin,Catherine,Paccaud,Olivier,OLIVIERPACCAUD
Martin,Laure,Pointereau,Rémy,REMYPOINTEREAU
Martineau,Cristina,Devinaz,Gilbert-Luc,GILBERTLUCDEVINAZ
Martinez,Christine,Vanlerenberghe,Jean-Marie,JEANMARIEVANLERENBERGHE
Martin-houlgatte,Irène,Burgoa,Laurent,LAURENTBURGOA
Martinon pigeat,Valérie,Lozach,Jean-Jacques,JEANJACQUESLOZACH
Mary montout,Daïana,Lurel,Victorin,VICTORINLUREL
Massias,Stéphane,Briquet,Isabelle,ISABELLEBRIQUET
Massot,Paul-Eliott,Montaugé,Franck,FRANCKMONTAUGE
Mathioudakis,Alain,Florennes,Isabelle,ISABELLEFLORENNES
Matray,Laurence,Fialaire,Bernard,BERNARDFIALAIRE
De maupeou,Ségolène,Uzenat,Simon,SIMONUZENAT
Maupome,Pierre,Artigalas,Viviane,VIVIANEARTIGALAS
Maurin,Laurence,Gay,Fabien,FABIENGAY
Mautin,Louis-Marie,Ravier,Stéphane,STEPHANERAVIER
Maximin,Christine,Arnaud,Jean-Michel,JEANMICHELARNAUD
Mazet,Loris,Canévet,Michel,MICHELCANEVET
M'baye,Ismaël,Patient,Georges,GEORGESPATIENT
Mboungou niangui,Loick,Théophile,Dominique,DOMINIQUETHEOPHILE
De meaux,Augustin,Blanc,Jean-Baptiste,JEANBAPTISTEBLANC
Medini,Besma,Chantrel,Yan,YANCHANTREL
Mella,Florent,Vallet,Mickaël,MICKAELVALLET
Menard,Baptiste,Temal,Rachid,RACHIDTEMAL
Mentrel,Louise,Gremillet,Daniel,DANIELGREMILLET
Merian,Alban,Josende,Lauriane,LAURIANEJOSENDE
Messias rodrigues,Christine,Dumont,Françoise,FRANCOISEDUMONT
Metayer,Soazic,Bleunven,Yves,YVESBLEUNVEN
Meyer,Joffrey,Hingray,Jean,JEANHINGRAY
Meziere,Aurélie,Dantec,Ronan,RONANDANTEC
Michalak,Jean-Michel,Cambier,Guislain,GUISLAINCAMBIER
Michel,Raphaël,Bacchi,Jérémy,JEREMYBACCHI
Michel,Christelle,Duplomb,Laurent,LAURENTDUPLOMB
Michel-chabanne,Delphine,Jouve,Mireille,MIREILLEJOUVE
Mida delayen,Romain,Ouizille,Alexandre,ALEXANDREOUIZILLE
Migne,Justine,Roiron,Pierre-Alain,PIERREALAINROIRON
Milani,Audrey,Bonfanti-dossat,Christine,CHRISTINEBONFANTIDOSSAT
Minhava,Lucas,Michallet,Damien,DAMIENMICHALLET
Moilet,Camille,Demilly,Stéphane,STEPHANEDEMILLY
Moison,Clément,Delahaye,Vincent,VINCENTDELAHAYE
Moison,Clément,Guidez,Jocelyne,JOCELYNEGUIDEZ
Molay,Frédérique,Mercier,Marie,MARIEMERCIER
Monier,Jean-Michel,Bonnus,Michel,MICHELBONNUS
Monnier,Anaïs,Perrin,Cédric,CEDRICPERRIN
Monnier,Ariane,Ouzoulias,Pierre,PIERREOUZOULIAS
De monspey,Lucile,Pluchet,Kristina,KRISTINAPLUCHET
Montal,Théo,Vayssouze-faure,Jean-Marc,JEANMARCVAYSSOUZEFAURE
Moreau,Mario,Fouassin,Stéphane,STEPHANEFOUASSIN
Moreau,Audrey,Kerrouche,Éric,ERICKERROUCHE
Moreau,Nathalie,Mouiller,Philippe,PHILIPPEMOUILLER
Moreddu,Yannick,Bacci,Jean,JEANBACCI
Moreno,Isabelle,Patriat,François,FRANCOISPATRIAT
Moretto,Gaspard,Harribey,Laurence,LAURENCEHARRIBEY
Morganti-malet,Tino,Devésa,Brigitte,BRIGITTEDEVESA
Morizot,Antoine,Chaillou,Christophe,CHRISTOPHECHAILLOU
Mosconi,Laurence,Guiol,André,ANDREGUIOL
Motilva,Yolande,Micouleau,Brigitte,BRIGITTEMICOULEAU
Mouhoub,Sadia,Aeschlimann,Marie-Do,MARIEDOAESCHLIMANN
Moulin,Charles,Bruyen,Christian,CHRISTIANBRUYEN
Mourlon,Marie-France,Chevalier,Cédric,CEDRICCHEVALIER
Mourrut,Pascale,Lopez,Vivette,VIVETTELOPEZ
Moyrand,Alain,Tetuanui,Lana,LANATETUANUI
Munch,Paul-Bernard,Klinger,Christian,CHRISTIANKLINGER
Muneret,Virginie,Eustache-brinio,Jacqueline,JACQUELINEEUSTACHEBRINIO
Naigeon,Stéphanie,Mercier,Marie,MARIEMERCIER
Narbonnais,Valentin,Daniel,Karine,KARINEDANIEL
Naud,Estelle,Monier,Marie-Pierre,MARIEPIERREMONIER
Nee,Valentin,Bitz,Olivier,OLIVIERBITZ
Nequey,Sarah,Féret,Corinne,CORINNEFERET
Nevers,Juliette,Mérillou,Serge,SERGEMERILLOU
Nicaise,Marion,Demas,Patricia,PATRICIADEMAS
Nicolas,Peggy,Drexler,Sabine,SABINEDREXLER
Nicoud,Anthony,Cukierman,Cécile,CECILECUKIERMAN
Noailletas,Dominique,Chasseing,Daniel,DANIELCHASSEING
Nocquet,Olivier,Gosselin,Béatrice,BEATRICEGOSSELIN
Noel,Flavie,Fagnen,Sébastien,SEBASTIENFAGNEN
Nogueira,Isabelle,Wattebled,Dany,DANYWATTEBLED
Norguet,Élodie,Brault,Jean-Luc,JEANLUCBRAULT
Normand couder,Sophie,Grosvalet,Philippe,PHILIPPEGROSVALET
Normant,François,Cazebonne,Samantha,SAMANTHACAZEBONNE
Novakovic-beteille,Cyril,Robert,Sylvie,SYLVIEROBERT
Nuques,Corinne,Saint-pé,Denise,DENISESAINTPE
Ogier d ivry,Géraud,Lopez,Vivette,VIVETTELOPEZ
Olariu,Théa,Hingray,Jean,JEANHINGRAY
Olea,Cédric,Jomier,Bernard,BERNARDJOMIER
Olivier,Alex,Brossat,Ian,IANBROSSAT
Olivier,Béatrice,Allizard,Pascal,PASCALALLIZARD
Ott,Auguste,Schillinger,Patricia,PATRICIASCHILLINGER
Pack,Edouard,Rohfritsch,Teva,TEVAROHFRITSCH
Pages,Fabienne,Chain-larché,Anne,ANNECHAINLARCHE
Pages,Fabienne,Cuypers,Pierre,PIERRECUYPERS
Palacin,Lysiane,Espagnac,Frédérique,FREDERIQUEESPAGNAC
Palmaro,Nicolas,Guiol,André,ANDREGUIOL
Panastier-delpech,Anne,Vanlerenberghe,Jean-Marie,JEANMARIEVANLERENBERGHE
Parent,Maxime,Cambier,Guislain,GUISLAINCAMBIER
Parry,Stéphanie,Blanc,Jean-Baptiste,JEANBAPTISTEBLANC
Pascal-lericq,Sophie,Guhl,Antoinette,ANTOINETTEGUHL
Passard,Chryst,Phinera-horth,Marie-Laure,MARIELAUREPHINERAHORTH
Pattier,Vincent,Frassa,Christophe-André,CHRISTOPHEANDREFRASSA
Paulin-hippolyte,Nicolas,Bellurot,Nadine,NADINEBELLUROT
Pavy,Pierre,Housseau,Marie-Lise,MARIELISEHOUSSEAU
Pawlak,Angélique,Cadec,Alain,ALAINCADEC
Payet,Laurent,Malet,Viviane,VIVIANEMALET
Peifer,Sandra,Weber,Michaël,MICHAELWEBER
Pelage,Sarah,Xowie,Robert Wienie,ROBERTWIENIEXOWIE
Pelletier,Anne-Lise,Durain,Jérôme,JEROMEDURAIN
Pellissier de feligonde,Marie-Françoise,Théophile,Dominique,DOMINIQUETHEOPHILE
Penn-hanson,Estefania,Petrus,Annick,ANNICKPETRUS
Penot,Florine,Savin,Michel,MICHELSAVIN
Perdereau,Charles-Henri,Paccaud,Olivier,OLIVIERPACCAUD
Perera,Robin,Ollivier,Mathilde,MATHILDEOLLIVIER
Perez,Florent,Vogel,Louis,LOUISVOGEL
Pernot-ardenghi,Nanou,Pernot,Clément,CLEMENTPERNOT
Perrault,Emilio,Conte jaubert,Mireille,MIREILLECONTEJAUBERT
Perreau,Julien,Xowie,Robert Wienie,ROBERTWIENIEXOWIE
Perrin,Morand,Silvani,Silvana,SILVANASILVANI
Perrin,Marie,Michallet,Damien,DAMIENMICHALLET
Perry,Tumata,Tetuanui,Lana,LANATETUANUI
Perry,Tumata,Kulimoetoke,Mikaele,MIKAELEKULIMOETOKE
Petrides,Ornella,Fagnen,Sébastien,SEBASTIENFAGNEN
Pettinato,Marielle,Tetuanui,Lana,LANATETUANUI
Philippe,Mickaël,Martin,Pascal,PASCALMARTIN
Pianelli-balisoni,Barbara,Parigi,Paul Toussaint,PAULTOUSSAINTPARIGI
Pichol,Agathe,Pillefer,Bernard,BERNARDPILLEFER
Pierre-louis,Mireille,Patient,Georges,GEORGESPATIENT
Pieters,Christiane,Duffourg,Alain,ALAINDUFFOURG
Pignol,Catherine,Larcher,Gérard,GERARDLARCHER
Pineau,Jacquelin,Cambon,Christian,CHRISTIANCAMBON
Pique,Anne-Emmanuelle,Conconne,Catherine,CATHERINECONCONNE
Piras,Dylan,Cadic,Olivier,OLIVIERCADIC
Piteux,Christophe,Corbisez,Jean-Pierre,JEANPIERRECORBISEZ
Pons,Léo,Sautarel,Stéphane,STEPHANESAUTAREL
Porcu,Antonin,Klinger,Christian,CHRISTIANKLINGER
Portarrieu,Valérie,Médevielle,Pierre,PIERREMEDEVIELLE
Portelli,Antoine,Capus,Emmanuel,EMMANUELCAPUS
Potier,Alexane,Rossignol,Laurence,LAURENCEROSSIGNOL
Pougin de la maisonneuve,Carine,Malet,Viviane,VIVIANEMALET
Poujol,Romain,Salmon,Daniel,DANIELSALMON
Poupard,Hugo,Gay,Fabien,FABIENGAY
Poupard,de KERANFLEC'H Stéphanie,De legge,Dominique,DOMINIQUEDELEGGE
Pradines,Fanny,Duplomb,Laurent,LAURENTDUPLOMB
Precetti,Clémence,Loisier,Anne-Catherine,ANNECATHERINELOISIER
Pribetich,Noémie,Carlotti,Marie-Arlette,MARIEARLETTECARLOTTI
Priouret,Pascal,Le rudulier,Stéphane,STEPHANELERUDULIER
Puech,Sarah,Corbiere naminzo,Evelyne,EVELYNECORBIERENAMINZO
Puget,Patricia,Joly,Patrice,PATRICEJOLY
Puissegur-ripet,Jean,De montgolfier,Albéric,ALBERICDEMONTGOLFIER
Quiers,Théo,Conway-mouret,Hélène,HELENECONWAYMOURET
Rachet,Jacques,Nédélec,Anne-Marie,ANNEMARIENEDELEC
Rachid,Farda,Ramia,Salama,SALAMARAMIA
Racine,Caroline,Weber,Michaël,MICHAELWEBER
Rames,Tiana,Naturel,Georges,GEORGESNATUREL
Ramond,Emmanuelle,Daniel,Karine,KARINEDANIEL
Rapetti,Thalie,Marseille,Hervé,HERVEMARSEILLE
Ravel,Valérie,Wattebled,Dany,DANYWATTEBLED
Ravel,Valérie,Le gleut,Ronan,RONANLEGLEUT
Reclus,Morgane,Borchio fontimp,Alexandra,ALEXANDRABORCHIOFONTIMP
Reichard,Fabien,Lermytte,Marie-Claude,MARIECLAUDELERMYTTE
Reichard,Fabien,Wattebled,Dany,DANYWATTEBLED
Reinette,Esther,Fouassin,Stéphane,STEPHANEFOUASSIN
Renoult,Astrid,Szpiner,Francis,FRANCISSZPINER
Retif,Manuela,Maurey,Hervé,HERVEMAUREY
Reynes,Marie-Thérèse,Jourda,Gisèle,GISELEJOURDA
Rhimini,Samir,Pointereau,Rémy,REMYPOINTEREAU
Riff,Matthieu,Husson,Jean-François,JEANFRANCOISHUSSON
Rigaudiere,Jean-Marc,Gerbaud,Frédérique,FREDERIQUEGERBAUD
Robart,Christiane,Darras,Jérôme,JEROMEDARRAS
Robelet,Adrien,Deseyne,Chantal,CHANTALDESEYNE
Robert capblancq,Antoine,Brisson,Max,MAXBRISSON
Robert capblancq,Antoine,Piednoir,Stéphane,STEPHANEPIEDNOIR
Robin,Alexis,De montgolfier,Albéric,ALBERICDEMONTGOLFIER
Robin,Jules,Favreau,Gilbert,GILBERTFAVREAU
Robin,Teddy,Durox,Aymeric,AYMERICDUROX
Robin,Clotilde,Reynaud,Hervé,HERVEREYNAUD
Rocha,Nathan,Chaillou,Christophe,CHRISTOPHECHAILLOU
Roche,Laura,Ruelle,Jean-Luc,JEANLUCRUELLE
Rochinha,André,Poncet monge,Raymonde,RAYMONDEPONCETMONGE
Rodrigues,Jonathan,Romagny,Anne-Sophie,ANNESOPHIEROMAGNY
Roguet,Isabelle-Martine,Noël,Sylviane,SYLVIANENOEL
Roland,Iris,Le houerou,Annie,ANNIELEHOUEROU
Roldao-martins,Adeline,Fargeot,Daniel,DANIELFARGEOT
Rolland,Célian,Briante guillemont,Sophie,SOPHIEBRIANTEGUILLEMONT
Rondepierre,Nicolas,Meignen,Thierry,THIERRYMEIGNEN
Rougeot,Anne-Marie,Le gleut,Ronan,RONANLEGLEUT
Rousseau,Rodolphe,Chauvet,Patrick,PATRICKCHAUVET
Rousseau,Rodolphe,Martin,Pascal,PASCALMARTIN
Roux,Murielle,Nougein,Claude,CLAUDENOUGEIN
Rovarino,Isabelle,Carlotti,Marie-Arlette,MARIEARLETTECARLOTTI
Roy,Lisa,Antoine,Jocelyne,JOCELYNEANTOINE
Royer,Noé,Souyris,Anne,ANNESOUYRIS
Rozenberg,Clara,Jourda,Gisèle,GISELEJOURDA
Ruchon,Bryce,Le rudulier,Stéphane,STEPHANELERUDULIER
